# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Bma008496.1	null.6370	Bma008496.1	protein_coding	73	123	115	482	2	1	1	13	0	1	51	0	547	101	11	7	67	0	0	13	0	0	76	0
Bma008538.1	null.6407	Bma008538.1	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma008539.1	null.6408	Bma008539.1	protein_coding	0	0	0	373	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma008540.1	null.6409	Bma008540.1	protein_coding	23	85	167	98	2	4	5	2	0	0	20	0	0	155	0	0	0	0	0	3	0	0	85	98
Bma008550.1	null.6417	Bma008550.1	protein_coding	10	23	20	472	0	3	1	0	0	0	6	0	81	17	0	3	18	0	1	2	0	0	11	405
Bma008551.1	null.6418	Bma008551.1	protein_coding	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91
Bma008648.1	null.6510	Bma008648.1	protein_coding	0	0	0	935	0	0	0	0	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma008649.1	null.6511	Bma008649.1	protein_coding	75	202	171	487	2	9	5	3	58	0	50	0	462	157	7	2	41	0	0	27	0	0	178	0
Bma008650.1	null.6512	Bma008650.1	protein_coding	0	0	0	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935
Bma008665.1	null.6525	Bma008665.1	protein_coding	0	0	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858
Bma008666.1	null.6526	Bma008666.1	protein_coding	103	149	200	406	2	22	2	8	87	0	76	0	351	177	5	4	37	0	0	50	1	0	126	0
Bma008667.1	null.6527	Bma008667.1	protein_coding	0	0	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858
Bma008704.1	null.6545	Bma008704.1	protein_coding	50	94	156	657	0	4	0	6	518	0	25	0	161	153	3	7	32	0	0	27	1	1	81	0
Bma008705.1	null.6546	Bma008705.1	protein_coding	0	0	0	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	957
Bma008753.1	null.6589	Bma008753.1	protein_coding	0	0	0	1295	0	0	0	0	1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma008766.1	null.6603	Bma008766.1	protein_coding	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510
Bma008767.1	null.6604	Bma008767.1	protein_coding	325	280	330	1423	23	38	21	10	0	0	260	0	1563	262	20	26	153	0	0	58	0	0	186	0
Bma008768.1	null.6605	Bma008768.1	protein_coding	0	0	0	1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1058
Bma008772.1	null.6609	Bma008772.1	protein_coding	211	225	279	1613	10	13	9	19	732	0	168	0	965	242	4	19	93	0	0	61	0	0	164	0
Bma008773.1	null.6610	Bma008773.1	protein_coding	64	307	313	376	2	1	5	5	0	0	53	0	61	300	0	2	11	0	0	10	0	0	296	328
Bma008774.1	null.6611	Bma008774.1	protein_coding	0	0	0	732	0	0	0	0	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma008780.1	null.6617	Bma008780.1	protein_coding	353	494	611	1991	26	18	25	57	312	0	265	0	1782	515	17	9	132	0	0	133	2	0	417	0
Bma008781.1	null.6618	Bma008781.1	protein_coding	0	0	0	3261	0	0	0	0	3261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma008790.1	null.6626	Bma008790.1	protein_coding	84	192	196	572	2	4	1	18	0	0	51	0	627	182	5	7	62	0	0	42	0	0	149	0
Bma008803.1	null.6638	Bma008803.1	protein_coding	26	77	63	1022	0	0	3	4	0	0	20	0	1042	56	3	0	21	0	0	8	0	0	60	0
Bma008804.2	null.6639	Bma008804.2	protein_coding	0	0	0	1077	0	0	0	0	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma008833.1	null.6671	Bma008833.1	protein_coding	71	179	187	671	2	7	3	6	0	0	47	0	707	177	4	1	43	0	0	41	0	0	148	0
Bma008844.1	null.6682	Bma008844.1	protein_coding	0	0	0	593	0	0	0	0	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma008845.2	null.6683	Bma008845.2	protein_coding	73	135	171	214	1	11	2	7	55	0	58	0	186	156	0	2	29	0	0	27	0	2	108	0
Bma008908.1	null.6751	Bma008908.1	protein_coding	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510
Bma008909.1	null.6752	Bma008909.1	protein_coding	33	117	119	241	2	0	1	1	0	0	22	1	0	115	0	0	0	3	1	13	0	0	115	241
Bma009121.1	null.6915	Bma009121.1	protein_coding	0	0	0	1577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1577
Bma009122.1	null.6916	Bma009122.1	protein_coding	223	345	511	498	11	37	16	10	22	0	162	0	529	449	12	9	65	0	0	58	0	1	312	0
Bma009243.1	null.7004	Bma009243.1	protein_coding	195	390	397	1802	18	17	15	11	0	0	131	0	1960	347	27	24	168	0	0	29	0	0	283	0
Bma009292.1	null.7037	Bma009292.1	protein_coding	0	0	0	1499	0	0	0	0	1499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma009293.1	null.7038	Bma009293.1	protein_coding	19	98	95	1287	0	0	1	0	0	0	11	0	1156	94	0	1	8	0	0	7	0	0	93	137
Bma009432.1	null.7122	Bma009432.1	protein_coding	0	0	0	1273	0	0	0	0	1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma009433.1	null.7123	Bma009433.1	protein_coding	155	115	114	889	7	9	7	18	0	0	120	0	968	90	12	14	109	0	0	58	0	0	62	0
Bma009434.1	null.7124	Bma009434.1	protein_coding	0	0	0	1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1192
Bma009578.1	null.7214	Bma009578.1	protein_coding	26	23	26	594	4	2	0	1	0	1	9	0	611	23	6	4	19	0	0	13	0	0	15	0
Bma009584.1	null.7215	Bma009584.1	protein_coding	105	93	89	1184	12	8	10	7	197	0	70	0	1059	69	24	8	93	0	0	25	5	0	53	0
Bma009670.1	null.7269	Bma009670.1	protein_coding	100	108	159	514	7	7	11	5	0	0	66	0	559	138	13	5	41	0	0	25	0	0	81	0
Bma009897.1	null.7375	Bma009897.1	protein_coding	20	34	22	322	0	2	0	0	241	0	15	0	105	20	0	2	30	0	0	3	2	2	10	0
Bma009972.2	null.7427	Bma009972.2	protein_coding	123	221	302	642	1	20	7	24	0	0	80	0	701	264	7	7	63	0	0	47	0	0	176	0
Bma010128.1	null.7536	Bma010128.1	protein_coding	62	207	330	169	0	0	0	5	0	0	40	0	193	326	5	2	21	0	0	26	0	0	190	0
Bma010198.1	null.7605	Bma010198.1	protein_coding	185	172	183	553	7	9	9	21	0	0	138	0	615	154	5	11	64	0	0	75	0	0	126	0
Bma010199.1	null.7606	Bma010199.1	protein_coding	0	0	0	1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1093
Bma010211.1	null.7614	Bma010211.1	protein_coding	0	0	0	607	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma010212.1	null.7615	Bma010212.1	protein_coding	6	18	12	581	0	0	0	1	0	0	1	0	596	11	0	5	11	0	0	0	0	0	8	0
Bma010218.1	null.7621	Bma010218.1	protein_coding	0	0	0	1081	0	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma010219.1	null.7622	Bma010219.1	protein_coding	99	303	432	247	4	6	13	7	1	0	63	0	0	407	0	0	0	1	0	39	0	0	303	246
Bma010220.1	null.7623	Bma010220.1	protein_coding	0	0	0	1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1078
Bma010438.1	null.7812	Bma010438.1	protein_coding	52	94	82	294	2	2	0	3	0	0	39	0	57	78	3	1	9	1	2	18	0	0	85	248
Bma010458.1	null.7830	Bma010458.1	protein_coding	0	0	0	1684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1684
Bma010460.1	null.7832	Bma010460.1	protein_coding	44	47	56	968	1	4	0	3	0	0	30	0	409	53	0	2	5	2	0	30	0	0	45	563
Bma010471.1	null.7848	Bma010471.1	protein_coding	58	100	102	1797	3	1	4	3	1571	0	41	0	266	92	2	10	42	0	0	10	6	1	71	0
Bma010472.2	null.7849	Bma010472.2	protein_coding	74	103	85	1792	3	4	7	11	0	0	56	1	759	67	5	3	48	2	1	16	0	0	69	1073
Bma010475.1	null.7852	Bma010475.1	protein_coding	0	0	0	626	0	0	0	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma010476.1	null.7853	Bma010476.1	protein_coding	0	0	0	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724
Bma010568.1	null.7942	Bma010568.1	protein_coding	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482
Bma010569.1	null.7943	Bma010569.1	protein_coding	0	0	0	2335	0	0	0	0	2335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma010570.1	null.7944	Bma010570.1	protein_coding	212	769	806	548	4	37	4	11	37	0	123	0	588	775	4	13	96	0	0	116	2	2	707	0
Bma010590.1	null.7960	Bma010590.1	protein_coding	67	46	55	625	2	11	7	1	0	0	51	0	640	38	0	8	14	0	0	13	0	0	39	0
Bma010649.1	null.8019	Bma010649.1	protein_coding	0	0	0	1646	0	0	0	0	1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma010650.1	null.8020	Bma010650.1	protein_coding	90	316	453	1353	6	4	10	6	566	0	42	0	707	433	2	7	22	1	0	48	0	0	298	107
Bma010651.1	null.8021	Bma010651.1	protein_coding	18	206	128	903	0	5	1	1	881	0	18	0	26	121	0	0	12	0	0	2	0	0	202	0
Bma010666.1	null.8034	Bma010666.1	protein_coding	44	202	301	367	7	2	5	2	367	0	34	0	0	285	0	0	3	0	0	10	1	2	200	0
Bma010668.1	null.8036	Bma010668.1	protein_coding	37	17	18	892	2	8	2	2	0	0	28	0	321	11	0	2	8	5	0	12	0	0	13	577
Bma010669.1	null.8037	Bma010669.1	protein_coding	0	0	0	961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961
Bma010728.1	null.8086	Bma010728.1	protein_coding	159	244	232	1002	4	8	5	6	0	0	112	0	721	216	17	17	106	2	0	30	0	0	176	383
Bma010781.1	null.8142	Bma010781.1	protein_coding	56	263	207	410	1	1	4	5	148	0	31	0	278	197	2	4	20	0	0	24	1	1	252	0
Bma010782.1	null.8143	Bma010782.1	protein_coding	0	0	0	936	0	0	0	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma010830.1	null.8183	Bma010830.1	protein_coding	209	200	285	1130	7	36	5	8	397	1	148	0	814	246	10	13	100	0	0	78	1	0	141	0
Bma010831.1	null.8184	Bma010831.1	protein_coding	0	0	0	737	0	0	0	0	737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma010837.1	null.8190	Bma010837.1	protein_coding	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490
Bma010838.1	null.8191	Bma010838.1	protein_coding	0	0	0	880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880
Bma010839.1	null.8192	Bma010839.1	protein_coding	87	70	128	598	10	9	3	2	314	0	69	0	298	109	5	1	24	0	0	17	5	1	61	0
Bma010878.1	null.8228	Bma010878.1	protein_coding	0	0	0	1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1715
Bma010879.2	null.8229	Bma010879.2	protein_coding	208	321	439	751	9	12	9	5	97	0	167	0	737	407	7	9	104	0	0	42	8	3	251	0
Bma010896.2	null.8247	Bma010896.2	protein_coding	0	0	0	1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1303
Bma010897.1	null.8248	Bma010897.1	protein_coding	0	0	0	1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1305
Bma010904.1	null.8255	Bma010904.1	protein_coding	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263
Bma010905.1	null.8256	Bma010905.1	protein_coding	76	66	80	288	5	10	7	2	0	0	55	0	142	67	2	14	28	2	0	18	0	0	54	174
Bma010907.1	null.8257	Bma010907.1	protein_coding	9	50	42	630	1	0	0	0	0	0	3	0	643	41	1	2	11	0	0	3	0	0	40	0
Bma010961.1	null.8312	Bma010961.1	protein_coding	0	0	0	944	0	0	0	0	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma010962.1	null.8313	Bma010962.1	protein_coding	0	0	0	944	0	0	0	0	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma010963.1	null.8316	Bma010963.1	protein_coding	184	322	371	1243	7	22	3	3	0	0	124	0	1317	346	12	9	83	0	0	66	0	0	269	0
Bma010977.1	null.8329	Bma010977.1	protein_coding	171	178	271	551	8	10	7	17	0	0	129	0	567	234	11	12	63	0	0	40	0	0	141	44
Bma010990.1	null.8341	Bma010990.1	protein_coding	0	0	0	3105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3105
Bma010991.1	null.8342	Bma010991.1	protein_coding	0	0	0	2156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2156
Bma010992.1	null.8343	Bma010992.1	protein_coding	0	0	0	1046	0	0	0	0	1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011037.1	null.8381	Bma011037.1	protein_coding	0	0	0	684	0	0	0	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011038.1	null.8382	Bma011038.1	protein_coding	39	83	109	453	2	1	4	6	0	0	32	0	478	98	2	1	37	0	0	8	0	0	61	0
Bma011044.1	null.8386	Bma011044.1	protein_coding	0	0	0	1100	0	0	0	0	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011045.1	null.8387	Bma011045.1	protein_coding	156	199	235	861	8	18	8	10	336	0	118	0	580	207	9	7	64	0	0	56	0	0	160	0
Bma011067.1	null.8406	Bma011067.1	protein_coding	0	0	0	1153	0	0	0	0	1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011068.1	null.8407	Bma011068.1	protein_coding	166	580	693	917	8	28	10	5	0	0	102	0	921	647	3	11	38	1	1	60	0	0	560	29
Bma011069.2	null.8408	Bma011069.2	protein_coding	0	0	0	1922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1922
Bma011098.1	null.8434	Bma011098.1	protein_coding	74	110	110	876	10	4	7	5	228	0	47	0	691	91	8	4	56	0	0	24	4	1	78	0
Bma011110.2	null.8443	Bma011110.2	protein_coding	35	85	102	157	0	6	1	0	0	0	20	0	190	97	2	6	41	0	0	12	0	0	60	0
Bma011197.1	null.8511	Bma011197.1	protein_coding	1	10	20	244	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	10	244
Bma011198.1	null.8512	Bma011198.1	protein_coding	0	0	0	275	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011236.1	null.8547	Bma011236.1	protein_coding	109	147	127	739	5	23	2	8	0	0	67	0	788	107	10	8	50	0	0	41	0	0	116	0
Bma011237.1	null.8548	Bma011237.1	protein_coding	0	0	0	1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1529
Bma011238.1	null.8549	Bma011238.1	protein_coding	95	120	139	1177	3	17	0	6	228	0	64	0	993	126	11	5	59	0	0	31	4	1	91	0
Bma011272.1	null.8578	Bma011272.1	protein_coding	0	0	0	1380	0	0	0	0	1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011273.1	null.8579	Bma011273.1	protein_coding	98	93	101	1132	4	4	5	19	0	0	83	0	805	76	2	2	25	0	0	37	0	0	74	350
Bma011285.1	null.8591	Bma011285.1	protein_coding	127	502	842	295	12	11	10	16	215	0	87	0	0	796	0	0	0	2	0	42	0	0	502	80
Bma011286.1	null.8592	Bma011286.1	protein_coding	0	0	0	1766	0	0	0	0	1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011324.1	null.8626	Bma011324.1	protein_coding	0	0	0	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1121
Bma011325.2	null.8627	Bma011325.2	protein_coding	36	32	41	1012	7	1	6	3	0	0	31	0	971	25	1	5	13	0	0	2	0	0	23	56
Bma011347.1	null.8645	Bma011347.1	protein_coding	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674
Bma011348.1	null.8646	Bma011348.1	protein_coding	18	65	44	547	1	2	0	1	0	0	12	0	548	40	1	1	18	0	0	6	0	0	51	15
Bma011379.1	null.8677	Bma011379.1	protein_coding	0	0	0	1257	0	0	0	0	0	0	0	0	1257	0	0	0	0	0	0	0	0	0	0	0
Bma011393.1	null.8690	Bma011393.1	protein_coding	44	304	251	720	1	3	1	0	0	0	19	0	736	249	0	4	14	0	0	23	0	0	292	0
Bma011394.1	null.8691	Bma011394.1	protein_coding	260	284	309	3153	15	14	8	30	702	0	182	0	1239	259	21	21	114	0	0	68	6	0	219	1319
Bma011396.1	null.8692	Bma011396.1	protein_coding	0	0	0	122	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011397.1	null.8693	Bma011397.1	protein_coding	140	444	412	108	1	11	4	21	0	0	96	0	132	389	2	4	27	0	0	59	0	0	426	0
Bma011398.1	null.8695	Bma011398.1	protein_coding	0	0	0	2469	0	0	0	0	2469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011399.1	null.8696	Bma011399.1	protein_coding	283	240	352	3070	24	35	16	14	1737	0	216	0	1436	285	17	14	121	0	0	85	4	1	167	0
Bma011444.1	null.8733	Bma011444.1	protein_coding	123	194	234	1243	11	2	4	14	0	0	89	0	1115	210	8	8	63	3	0	30	0	0	157	181
Bma011445.2	null.8734	Bma011445.2	protein_coding	0	0	0	684	0	0	0	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011447.1	null.8735	Bma011447.1	protein_coding	108	427	473	928	8	5	7	13	0	0	74	0	385	446	4	8	53	1	0	37	0	0	392	590
Bma011448.1	null.8736	Bma011448.1	protein_coding	0	0	0	1936	0	0	0	0	1936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011452.1	null.8739	Bma011452.1	protein_coding	65	63	54	1104	2	8	3	7	0	0	53	0	1007	41	1	1	30	4	0	24	0	0	48	114
Bma011453.1	null.8740	Bma011453.1	protein_coding	0	0	0	1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1283
Bma011454.1	null.8741	Bma011454.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011455.1	null.8743	Bma011455.1	protein_coding	44	121	116	623	2	0	1	0	0	0	25	0	637	114	3	0	18	0	0	17	0	0	110	0
Bma011456.1	null.8744	Bma011456.1	protein_coding	0	0	0	904	0	0	0	0	904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011518.1	null.8797	Bma011518.1	protein_coding	69	234	180	956	3	14	5	1	0	0	46	0	1027	165	13	5	65	0	0	16	0	0	181	0
Bma011543.1	null.8820	Bma011543.1	protein_coding	0	0	0	962	0	0	0	0	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011544.2	null.8821	Bma011544.2	protein_coding	60	39	26	837	1	5	2	6	0	0	51	0	869	16	1	7	34	0	0	11	0	0	15	0
Bma011585.1	null.8861	Bma011585.1	protein_coding	0	0	0	1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1197
Bma011586.1	null.8862	Bma011586.1	protein_coding	152	390	307	348	6	25	6	17	0	0	96	0	413	268	3	11	75	0	0	65	0	0	339	0
Bma011627.1	null.8894	Bma011627.1	protein_coding	31	82	154	614	0	2	0	2	549	0	17	0	70	150	1	0	7	0	0	14	0	0	78	0
Bma011628.1	null.8895	Bma011628.1	protein_coding	17	41	55	503	0	2	0	2	503	0	12	0	0	52	0	0	2	0	0	5	2	0	41	0
Bma011629.1	null.8896	Bma011629.1	protein_coding	0	0	0	616	0	0	0	0	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma011635.1	null.8901	Bma011635.1	protein_coding	11	30	14	750	0	0	0	0	0	0	4	1	738	14	0	6	12	1	0	0	0	0	20	27
Bma011636.1	null.8902	Bma011636.1	protein_coding	0	0	0	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805
Bma011712.2	null.8945	Bma011712.2	protein_coding	168	253	246	1190	1	9	6	26	182	0	108	0	1101	222	9	12	113	0	0	77	5	1	180	0
Bma011713.1	null.8946	Bma011713.1	protein_coding	0	0	0	1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1376
Bma011739.1	null.8960	Bma011739.1	protein_coding	135	189	172	1605	5	6	16	11	0	0	99	0	1677	146	8	15	83	0	0	24	0	0	140	0
Bma011859.1	null.9049	Bma011859.1	protein_coding	222	317	340	1297	12	9	9	19	468	0	154	0	963	300	32	12	152	0	0	75	3	2	225	0
Bma011887.1	null.9064	Bma011887.1	protein_coding	222	293	260	2239	19	33	13	9	0	0	157	0	2351	207	18	16	124	0	0	49	0	0	214	0
Bma011974.1	null.9125	Bma011974.1	protein_coding	15	259	117	391	1	2	3	1	156	0	14	0	0	110	0	0	0	0	0	2	0	0	259	235
Bma011975.1	null.9126	Bma011975.1	protein_coding	0	0	0	782	0	0	0	0	782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma012026.1	null.9165	Bma012026.1	protein_coding	108	147	143	2848	8	4	2	7	2266	0	72	0	647	132	18	10	73	0	0	25	1	0	110	0
Bma012027.1	null.9166	Bma012027.1	protein_coding	128	227	307	2705	8	25	8	9	1494	0	99	0	1234	262	2	1	27	0	0	37	1	0	207	0
Bma012048.1	null.9177	Bma012048.1	protein_coding	49	78	78	266	3	1	1	10	0	0	25	0	301	71	7	3	40	0	0	29	0	0	53	0
Bma012065.1	null.9193	Bma012065.1	protein_coding	0	0	0	1257	0	0	0	0	1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma012066.1	null.9195	Bma012066.1	protein_coding	0	0	0	1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1748
Bma012088.1	null.9211	Bma012088.1	protein_coding	39	91	103	1322	4	6	1	3	700	0	17	0	638	96	1	7	21	0	0	17	2	1	82	0
Bma012143.1	null.9256	Bma012143.1	protein_coding	0	0	0	1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1621
Bma012144.1	null.9257	Bma012144.1	protein_coding	79	333	627	1355	6	14	14	5	316	0	67	0	279	589	1	1	18	0	0	14	1	1	321	773
Bma012145.1	null.9258	Bma012145.1	protein_coding	50	56	61	608	4	8	2	1	411	0	30	0	216	55	4	4	27	0	0	19	2	0	45	0
Bma012214.1	null.9320	Bma012214.1	protein_coding	29	94	58	1299	0	1	0	0	339	1	21	0	1005	57	4	2	63	0	0	3	2	3	52	0
Bma012215.2	null.9321	Bma012215.2	protein_coding	0	0	0	1886	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1479
Bma012216.1	null.9322	Bma012216.1	protein_coding	137	177	219	1328	3	19	5	8	0	0	88	0	1315	194	12	13	67	2	0	47	0	0	134	81
Bma012217.1	null.9323	Bma012217.1	protein_coding	0	0	0	1861	0	0	0	0	1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma012289.1	null.9377	Bma012289.1	protein_coding	78	211	255	916	4	9	3	1	113	0	52	0	856	240	12	2	62	0	0	17	1	1	171	0
Bma012383.1	null.9435	Bma012383.1	protein_coding	3	2	0	562	0	0	0	0	0	0	0	0	567	0	0	3	2	0	0	0	0	0	0	0
Bma012445.1	null.9478	Bma012445.1	protein_coding	77	386	325	0	3	8	3	13	0	0	74	0	0	298	0	0	0	0	0	4	0	0	386	0
Bma012446.1	null.9479	Bma012446.1	protein_coding	0	0	0	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788
Bma012580.1	null.9587	Bma012580.1	protein_coding	177	188	205	1043	15	19	9	2	0	0	136	0	1118	170	16	11	87	0	0	25	0	0	140	0
Bma012581.1	null.9588	Bma012581.1	protein_coding	0	0	0	1613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613
Bma012621.1	null.9625	Bma012621.1	protein_coding	21	40	36	210	0	4	0	5	0	0	17	0	216	30	0	0	14	0	0	14	0	0	34	0
Bma012692.1	null.9686	Bma012692.1	protein_coding	119	102	122	1081	5	10	4	0	0	0	95	0	876	107	1	11	34	3	1	15	0	0	86	232
Bma012708.1	null.9699	Bma012708.1	protein_coding	185	464	596	3029	21	4	15	13	0	0	144	0	1722	545	2	0	18	2	0	54	0	0	454	1319
Bma012723.1	null.9712	Bma012723.1	protein_coding	60	314	294	592	5	9	5	3	0	0	33	0	558	273	1	1	13	3	1	22	0	0	306	43
Bma012836.1	null.9809	Bma012836.1	protein_coding	0	0	0	1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1288
Bma012837.1	null.9810	Bma012837.1	protein_coding	97	92	174	927	9	25	6	4	340	0	72	0	611	141	0	6	36	0	0	24	3	1	73	0
Bma012838.1	null.9811	Bma012838.1	protein_coding	0	0	0	1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1288
Bma012850.1	null.9821	Bma012850.1	protein_coding	10	45	72	1297	0	1	0	1	0	0	5	0	446	70	0	1	6	0	2	5	0	0	38	857
Bma012878.1	null.9850	Bma012878.1	protein_coding	0	0	0	2792	0	0	0	0	2792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma012879.1	null.9851	Bma012879.1	protein_coding	410	416	588	1378	11	48	21	19	315	0	339	0	1126	507	6	11	81	0	0	100	1	3	367	0
Bma012924.1	null.9894	Bma012924.1	protein_coding	0	0	0	44	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma012925.1	null.9895	Bma012925.1	protein_coding	0	0	0	337	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma012926.1	null.9896	Bma012926.1	protein_coding	0	9	7	321	0	0	0	0	321	0	0	0	0	7	0	0	1	0	0	0	0	1	8	0
Bma012931.1	null.9900	Bma012931.1	protein_coding	0	0	0	2257	0	0	0	0	2257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
